meter, pressure_hpa, bmp280_temp, CO2, O3
596.13, 942.27, 9.90, 672.00, 255.00
594.82, 942.42, 9.90, 684.00, 272.06
595.17, 942.38, 9.89, 684.00, 255.00
595.17, 942.38, 9.89, 684.00, 272.06
595.26, 942.37, 9.88, 679.00, 291.57
595.87, 942.30, 9.89, 675.00, 255.00
595.08, 942.39, 9.90, 682.00, 272.06
595.17, 942.38, 9.89, 682.00, 255.00
595.78, 942.31, 9.88, 682.00, 371.36
596.39, 942.24, 9.88, 670.00, 371.36
596.47, 942.23, 9.86, 679.00, 291.57
596.39, 942.24, 9.85, 679.00, 291.57
596.56, 942.22, 9.85, 672.00, 255.00
595.69, 942.32, 9.85, 698.00, 340.33
596.13, 942.27, 9.85, 686.00, 255.00
595.60, 942.33, 9.86, 682.00, 255.00
595.78, 942.31, 9.86, 682.00, 255.00
596.04, 942.28, 9.86, 682.00, 408.59
595.87, 942.30, 9.86, 672.00, 272.06
594.04, 942.51, 9.86, 679.00, 272.06
593.87, 942.53, 9.85, 684.00, 291.57
594.04, 942.51, 9.86, 672.00, 272.06
595.26, 942.37, 9.85, 682.00, 371.36
595.17, 942.38, 9.85, 679.00, 255.00
595.43, 942.35, 9.84, 682.00, 255.00
596.21, 942.26, 9.85, 675.00, 255.00
595.87, 942.30, 9.84, 677.00, 291.57
595.17, 942.38, 9.84, 682.00, 340.33
594.39, 942.47, 9.85, 691.00, 272.06
594.47, 942.46, 9.84, 682.00, 291.57
594.65, 942.44, 9.83, 684.00, 291.57
594.56, 942.45, 9.83, 672.00, 291.57
594.65, 942.44, 9.83, 684.00, 291.57
594.47, 942.46, 9.83, 682.00, 255.00
594.47, 942.46, 9.83, 684.00, 255.00
594.99, 942.40, 9.83, 684.00, 255.00
595.26, 942.37, 9.83, 691.00, 255.00
595.43, 942.35, 9.83, 686.00, 255.00
595.43, 942.35, 9.83, 679.00, 255.00
595.34, 942.36, 9.81, 682.00, 255.00
594.39, 942.47, 9.82, 691.00, 272.06
594.73, 942.43, 9.82, 689.00, 272.06
594.04, 942.51, 9.82, 677.00, 255.00
594.30, 942.48, 9.82, 682.00, 272.06
594.21, 942.49, 9.83, 679.00, 291.57
594.56, 942.45, 9.82, 689.00, 255.00
594.73, 942.43, 9.83, 682.00, 255.00
594.91, 942.41, 9.83, 682.00, 371.36
594.21, 942.49, 9.83, 682.00, 272.06
594.91, 942.41, 9.83, 672.00, 291.57
595.26, 942.37, 9.82, 679.00, 255.00
594.99, 942.40, 9.82, 682.00, 177.08
595.52, 942.34, 9.82, 686.00, 255.00
594.82, 942.42, 9.82, 682.00, 255.00
593.95, 942.52, 9.82, 670.00, 255.00
593.87, 942.53, 9.80, 689.00, 371.36
594.04, 942.51, 9.81, 679.00, 291.57
593.69, 942.55, 9.82, 682.00, 291.57
594.73, 942.43, 9.81, 684.00, 291.57
593.87, 942.53, 9.80, 670.00, 255.00
594.47, 942.46, 9.81, 684.00, 255.00
595.43, 942.35, 9.80, 668.00, 272.06
596.04, 942.28, 9.79, 679.00, 454.10
594.91, 942.41, 9.81, 679.00, 272.06
593.95, 942.52, 9.82, 682.00, 291.57
594.13, 942.50, 9.80, 675.00, 255.00
594.56, 942.45, 9.79, 679.00, 291.57
595.17, 942.38, 9.81, 679.00, 255.00
595.87, 942.30, 9.79, 682.00, 255.00
595.87, 942.30, 9.81, 677.00, 255.00
594.99, 942.40, 9.80, 682.00, 291.57
595.26, 942.37, 9.79, 679.00, 255.00
594.30, 942.48, 9.80, 682.00, 291.57
594.30, 942.48, 9.80, 684.00, 272.06
594.13, 942.50, 9.80, 682.00, 371.36
594.30, 942.48, 9.79, 682.00, 239.94
594.04, 942.51, 9.79, 679.00, 255.00
594.04, 942.51, 9.79, 684.00, 272.06
594.30, 942.48, 9.81, 682.00, 255.00
594.73, 942.43, 9.79, 689.00, 272.06
594.56, 942.45, 9.80, 679.00, 255.00
594.04, 942.51, 9.79, 684.00, 226.55
594.30, 942.48, 9.79, 682.00, 185.18
595.08, 942.39, 9.78, 682.00, 255.00
594.82, 942.42, 9.78, 675.00, 291.57
594.56, 942.45, 9.79, 682.00, 272.06
594.13, 942.50, 9.80, 672.00, 272.06
595.43, 942.35, 9.79, 682.00, 291.57
594.82, 942.42, 9.77, 684.00, 272.06
594.21, 942.49, 9.78, 682.00, 408.59
593.87, 942.53, 9.77, 682.00, 408.59
594.30, 942.48, 9.77, 684.00, 255.00
594.47, 942.46, 9.77, 679.00, 255.00
593.87, 942.53, 9.77, 675.00, 255.00
594.30, 942.48, 9.77, 679.00, 272.06
593.60, 942.56, 9.77, 682.00, 203.80
593.34, 942.59, 9.77, 684.00, 340.33
593.69, 942.55, 9.76, 682.00, 371.36
593.17, 942.61, 9.77, 684.00, 255.00
593.78, 942.54, 9.76, 682.00, 272.06
593.17, 942.61, 9.77, 682.00, 340.33
593.52, 942.57, 9.76, 698.00, 255.00
593.52, 942.57, 9.76, 679.00, 214.58
593.34, 942.59, 9.76, 682.00, 272.06
593.00, 942.63, 9.77, 689.00, 272.06
593.69, 942.55, 9.77, 682.00, 291.57
593.52, 942.57, 9.76, 682.00, 272.06
593.00, 942.63, 9.77, 682.00, 272.06
593.43, 942.58, 9.77, 679.00, 291.57
593.26, 942.60, 9.76, 672.00, 291.57
593.69, 942.55, 9.77, 677.00, 272.06
594.73, 942.43, 9.76, 679.00, 291.57
594.04, 942.51, 9.76, 682.00, 291.57
595.08, 942.39, 9.75, 684.00, 291.57
594.56, 942.45, 9.76, 698.00, 291.57
594.13, 942.50, 9.75, 682.00, 239.94
593.95, 942.52, 9.75, 689.00, 272.06
593.78, 942.54, 9.75, 679.00, 272.06
594.91, 942.41, 9.75, 684.00, 255.00
594.73, 942.43, 9.76, 684.00, 272.06
594.82, 942.42, 9.75, 682.00, 272.06
594.73, 942.43, 9.76, 684.00, 272.06
594.47, 942.46, 9.76, 682.00, 177.08
594.47, 942.46, 9.74, 689.00, 255.00
594.47, 942.46, 9.74, 679.00, 291.57
594.13, 942.50, 9.74, 679.00, 169.66
594.30, 942.48, 9.74, 682.00, 255.00
594.21, 942.49, 9.73, 679.00, 272.06
594.21, 942.49, 9.73, 689.00, 272.06
593.26, 942.60, 9.73, 682.00, 255.00
593.78, 942.54, 9.73, 689.00, 272.06
594.13, 942.50, 9.74, 677.00, 291.57
593.87, 942.53, 9.74, 682.00, 255.00
593.69, 942.55, 9.74, 684.00, 255.00
593.69, 942.55, 9.73, 679.00, 272.06
593.95, 942.52, 9.73, 689.00, 272.06
593.87, 942.53, 9.74, 679.00, 255.00
593.78, 942.54, 9.73, 670.00, 255.00
594.21, 942.49, 9.73, 684.00, 272.06
593.69, 942.55, 9.74, 672.00, 272.06
594.13, 942.50, 9.74, 670.00, 408.59
594.47, 942.46, 9.73, 682.00, 255.00
593.43, 942.58, 9.74, 684.00, 255.00
594.21, 942.49, 9.73, 682.00, 272.06
594.39, 942.47, 9.73, 679.00, 371.36
594.82, 942.42, 9.74, 670.00, 272.06
594.65, 942.44, 9.73, 682.00, 408.59
594.21, 942.49, 9.73, 684.00, 203.80
593.87, 942.53, 9.74, 679.00, 272.06
594.04, 942.51, 9.73, 679.00, 255.00
593.60, 942.56, 9.74, 670.00, 272.06
593.26, 942.60, 9.73, 679.00, 255.00
593.60, 942.56, 9.73, 665.00, 255.00
593.95, 942.52, 9.73, 684.00, 255.00
593.60, 942.56, 9.73, 679.00, 255.00
594.73, 942.43, 9.73, 686.00, 272.06
594.73, 942.43, 9.73, 689.00, 255.00
594.39, 942.47, 9.73, 682.00, 291.57
594.73, 942.43, 9.72, 672.00, 255.00
594.65, 942.44, 9.73, 672.00, 291.57
594.73, 942.43, 9.73, 684.00, 255.00
594.99, 942.40, 9.72, 686.00, 255.00
594.91, 942.41, 9.73, 665.00, 291.57
594.82, 942.42, 9.72, 675.00, 291.57
595.17, 942.38, 9.73, 684.00, 272.06
595.08, 942.39, 9.73, 682.00, 226.55
594.73, 942.43, 9.73, 682.00, 255.00
595.08, 942.39, 9.72, 682.00, 272.06
593.87, 942.53, 9.72, 684.00, 169.66
593.87, 942.53, 9.72, 679.00, 408.59
594.56, 942.45, 9.72, 679.00, 272.06
594.82, 942.42, 9.72, 682.00, 272.06
594.21, 942.49, 9.71, 679.00, 239.94
594.13, 942.50, 9.72, 682.00, 255.00
594.73, 942.43, 9.72, 682.00, 226.55
594.13, 942.50, 9.72, 682.00, 239.94
594.56, 942.45, 9.72, 679.00, 255.00
594.99, 942.40, 9.71, 679.00, 214.58
593.60, 942.56, 9.72, 682.00, 214.58
593.95, 942.52, 9.71, 682.00, 255.00
594.30, 942.48, 9.71, 684.00, 272.06
595.60, 942.33, 9.71, 682.00, 272.06
593.69, 942.55, 9.70, 679.00, 291.57
594.30, 942.48, 9.71, 670.00, 239.94
595.17, 942.38, 9.71, 682.00, 291.57
595.78, 942.31, 9.70, 682.00, 291.57
596.13, 942.27, 9.71, 675.00, 272.06
595.60, 942.33, 9.71, 696.00, 255.00
597.34, 942.13, 9.70, 682.00, 255.00
596.65, 942.21, 9.70, 684.00, 291.57
595.34, 942.36, 9.69, 684.00, 272.06
595.78, 942.31, 9.68, 665.00, 214.58
594.91, 942.41, 9.68, 679.00, 255.00
595.43, 942.35, 9.68, 684.00, 272.06
594.56, 942.45, 9.67, 682.00, 272.06
594.04, 942.51, 9.68, 684.00, 255.00
594.65, 942.44, 9.68, 682.00, 291.57
593.95, 942.52, 9.68, 682.00, 255.00
593.87, 942.53, 9.68, 679.00, 255.00
593.69, 942.55, 9.67, 684.00, 272.06
593.00, 942.63, 9.67, 679.00, 255.00
593.87, 942.53, 9.68, 682.00, 272.06
593.87, 942.53, 9.68, 684.00, 255.00
594.39, 942.47, 9.67, 684.00, 255.00
594.30, 942.48, 9.68, 679.00, 340.33
594.30, 942.48, 9.68, 665.00, 255.00
593.69, 942.55, 9.67, 679.00, 255.00
593.78, 942.54, 9.68, 682.00, 291.57
593.87, 942.53, 9.68, 679.00, 272.06
593.78, 942.54, 9.66, 682.00, 291.57
594.04, 942.51, 9.66, 682.00, 255.00
593.69, 942.55, 9.67, 682.00, 255.00
593.52, 942.57, 9.67, 684.00, 272.06
593.69, 942.55, 9.67, 684.00, 255.00
593.69, 942.55, 9.67, 682.00, 272.06
593.78, 942.54, 9.68, 679.00, 272.06
593.69, 942.55, 9.67, 679.00, 272.06
592.74, 942.66, 9.67, 682.00, 291.57
593.26, 942.60, 9.67, 670.00, 239.94
594.47, 942.46, 9.66, 682.00, 203.80
594.65, 942.44, 9.67, 689.00, 291.57
595.95, 942.29, 9.67, 665.00, 272.06
595.60, 942.33, 9.68, 682.00, 272.06
595.52, 942.34, 9.67, 679.00, 226.55
595.08, 942.39, 9.67, 679.00, 255.00
594.13, 942.50, 9.66, 682.00, 239.94
594.21, 942.49, 9.66, 663.00, 291.57
593.60, 942.56, 9.66, 679.00, 340.33
593.43, 942.58, 9.66, 679.00, 177.08
593.34, 942.59, 9.66, 684.00, 255.00
593.87, 942.53, 9.66, 682.00, 272.06
593.43, 942.58, 9.65, 682.00, 272.06
593.95, 942.52, 9.65, 686.00, 255.00
594.39, 942.47, 9.65, 684.00, 226.55
594.47, 942.46, 9.65, 682.00, 291.57
594.65, 942.44, 9.65, 679.00, 226.55
594.30, 942.48, 9.66, 689.00, 272.06
594.13, 942.50, 9.66, 684.00, 239.94
593.95, 942.52, 9.65, 679.00, 239.94
593.78, 942.54, 9.65, 684.00, 255.00
593.60, 942.56, 9.66, 679.00, 272.06
593.95, 942.52, 9.65, 686.00, 291.57
593.60, 942.56, 9.66, 679.00, 239.94
592.65, 942.67, 9.66, 682.00, 272.06
593.08, 942.62, 9.66, 679.00, 255.00
593.52, 942.57, 9.65, 679.00, 255.00
593.26, 942.60, 9.65, 677.00, 272.06
593.17, 942.61, 9.66, 682.00, 272.06
593.52, 942.57, 9.65, 682.00, 371.36
593.52, 942.57, 9.65, 677.00, 291.57
593.34, 942.59, 9.65, 679.00, 272.06
593.26, 942.60, 9.65, 689.00, 272.06
593.95, 942.52, 9.65, 682.00, 272.06
593.95, 942.52, 9.65, 679.00, 255.00
594.21, 942.49, 9.65, 679.00, 255.00
594.13, 942.50, 9.65, 672.00, 291.57
594.47, 942.46, 9.65, 684.00, 255.00
593.69, 942.55, 9.65, 679.00, 291.57
593.34, 942.59, 9.65, 682.00, 226.55
593.78, 942.54, 9.65, 679.00, 255.00
593.78, 942.54, 9.65, 679.00, 255.00
593.43, 942.58, 9.64, 679.00, 272.06
593.87, 942.53, 9.64, 679.00, 239.94
593.17, 942.61, 9.64, 672.00, 255.00
594.04, 942.51, 9.64, 679.00, 272.06
594.13, 942.50, 9.64, 682.00, 255.00
593.69, 942.55, 9.63, 665.00, 255.00
594.30, 942.48, 9.64, 682.00, 291.57
594.30, 942.48, 9.64, 682.00, 255.00
594.21, 942.49, 9.63, 665.00, 255.00
593.60, 942.56, 9.64, 682.00, 255.00
593.95, 942.52, 9.63, 679.00, 272.06
594.21, 942.49, 9.63, 682.00, 272.06
594.04, 942.51, 9.63, 682.00, 239.94
593.87, 942.53, 9.64, 679.00, 226.55
594.04, 942.51, 9.63, 684.00, 291.57
594.04, 942.51, 9.63, 682.00, 272.06
593.95, 942.52, 9.63, 682.00, 255.00
593.95, 942.52, 9.63, 670.00, 255.00
594.13, 942.50, 9.62, 682.00, 291.57
593.95, 942.52, 9.63, 677.00, 272.06
594.21, 942.49, 9.63, 675.00, 272.06
593.95, 942.52, 9.63, 684.00, 255.00
594.30, 942.48, 9.62, 710.00, 255.00
594.04, 942.51, 9.63, 682.00, 272.06
594.30, 942.48, 9.62, 701.00, 255.00
594.39, 942.47, 9.63, 682.00, 255.00
594.13, 942.50, 9.62, 684.00, 272.06
593.78, 942.54, 9.63, 677.00, 255.00
594.39, 942.47, 9.62, 670.00, 255.00
594.13, 942.50, 9.62, 682.00, 255.00
594.39, 942.47, 9.62, 679.00, 291.57
593.60, 942.56, 9.62, 679.00, 272.06
593.69, 942.55, 9.62, 679.00, 239.94
594.39, 942.47, 9.62, 682.00, 255.00
593.95, 942.52, 9.62, 679.00, 255.00
593.95, 942.52, 9.62, 682.00, 291.57
593.95, 942.52, 9.62, 682.00, 255.00
593.17, 942.61, 9.62, 691.00, 291.57
593.95, 942.52, 9.62, 682.00, 255.00
593.69, 942.55, 9.62, 682.00, 272.06
593.78, 942.54, 9.61, 679.00, 272.06
593.87, 942.53, 9.62, 689.00, 255.00
594.65, 942.44, 9.61, 679.00, 272.06
594.65, 942.44, 9.62, 670.00, 255.00
594.04, 942.51, 9.61, 670.00, 272.06
593.52, 942.57, 9.61, 684.00, 255.00
594.47, 942.46, 9.61, 682.00, 272.06
594.47, 942.46, 9.61, 665.00, 291.57
593.78, 942.54, 9.61, 677.00, 272.06
594.30, 942.48, 9.61, 677.00, 185.18
594.04, 942.51, 9.61, 679.00, 272.06
593.78, 942.54, 9.61, 684.00, 272.06
593.69, 942.55, 9.61, 684.00, 272.06
593.87, 942.53, 9.61, 684.00, 272.06
593.43, 942.58, 9.61, 679.00, 194.04
593.95, 942.52, 9.61, 682.00, 272.06
593.87, 942.53, 9.61, 698.00, 255.00
593.52, 942.57, 9.61, 679.00, 255.00
593.60, 942.56, 9.61, 682.00, 291.57
593.17, 942.61, 9.61, 679.00, 255.00
593.17, 942.61, 9.61, 679.00, 239.94
593.87, 942.53, 9.61, 682.00, 291.57
593.60, 942.56, 9.61, 677.00, 255.00
594.30, 942.48, 9.61, 689.00, 255.00
594.30, 942.48, 9.61, 670.00, 255.00
594.13, 942.50, 9.61, 679.00, 226.55
594.47, 942.46, 9.60, 679.00, 272.06
594.73, 942.43, 9.60, 684.00, 239.94
593.87, 942.53, 9.61, 682.00, 239.94
593.87, 942.53, 9.61, 679.00, 272.06
593.69, 942.55, 9.60, 682.00, 291.57
594.30, 942.48, 9.59, 689.00, 255.00
593.60, 942.56, 9.59, 679.00, 291.57
593.60, 942.56, 9.59, 679.00, 255.00
593.78, 942.54, 9.60, 679.00, 291.57
593.78, 942.54, 9.60, 682.00, 408.59
594.21, 942.49, 9.60, 679.00, 291.57
593.60, 942.56, 9.60, 679.00, 291.57
593.78, 942.54, 9.58, 682.00, 291.57
593.95, 942.52, 9.58, 679.00, 255.00
593.95, 942.52, 9.58, 684.00, 272.06
593.52, 942.57, 9.59, 689.00, 255.00
593.43, 942.58, 9.59, 682.00, 255.00
593.17, 942.61, 9.59, 679.00, 255.00
593.26, 942.60, 9.59, 675.00, 255.00
593.43, 942.58, 9.59, 677.00, 255.00
593.17, 942.61, 9.58, 701.00, 255.00
593.78, 942.54, 9.58, 672.00, 314.07
593.43, 942.58, 9.59, 670.00, 272.06
593.52, 942.57, 9.58, 682.00, 272.06
593.60, 942.56, 9.60, 679.00, 340.33
593.69, 942.55, 9.59, 684.00, 291.57
593.95, 942.52, 9.58, 689.00, 291.57
594.47, 942.46, 9.58, 679.00, 272.06
594.39, 942.47, 9.59, 679.00, 255.00
595.17, 942.38, 9.58, 679.00, 272.06
594.99, 942.40, 9.59, 679.00, 272.06
594.65, 942.44, 9.58, 682.00, 272.06
594.13, 942.50, 9.57, 682.00, 255.00
594.47, 942.46, 9.58, 691.00, 255.00
594.91, 942.41, 9.57, 682.00, 272.06
594.04, 942.51, 9.58, 670.00, 255.00
594.30, 942.48, 9.58, 684.00, 291.57
594.73, 942.43, 9.56, 679.00, 255.00
594.21, 942.49, 9.56, 698.00, 255.00
594.56, 942.45, 9.56, 684.00, 255.00
594.39, 942.47, 9.57, 682.00, 255.00
594.47, 942.46, 9.56, 686.00, 272.06
594.56, 942.45, 9.57, 682.00, 272.06
594.91, 942.41, 9.56, 682.00, 291.57
594.91, 942.41, 9.56, 679.00, 255.00
595.43, 942.35, 9.56, 682.00, 340.33
594.73, 942.43, 9.56, 682.00, 371.36
594.21, 942.49, 9.57, 679.00, 239.94
594.47, 942.46, 9.56, 679.00, 314.07
594.56, 942.45, 9.56, 703.00, 272.06
594.30, 942.48, 9.56, 686.00, 255.00
594.56, 942.45, 9.56, 682.00, 272.06
593.87, 942.53, 9.56, 717.00, 291.57
593.87, 942.53, 9.56, 684.00, 291.57
593.95, 942.52, 9.55, 691.00, 255.00
593.95, 942.52, 9.55, 682.00, 272.06
593.69, 942.55, 9.55, 679.00, 408.59
593.87, 942.53, 9.54, 679.00, 272.06
593.87, 942.53, 9.54, 682.00, 226.55
594.04, 942.51, 9.54, 679.00, 272.06
593.78, 942.54, 9.55, 682.00, 255.00
593.95, 942.52, 9.55, 679.00, 291.57
593.78, 942.54, 9.55, 679.00, 255.00
593.60, 942.56, 9.54, 679.00, 255.00
593.17, 942.61, 9.54, 679.00, 194.04
593.17, 942.61, 9.54, 682.00, 291.57
593.26, 942.60, 9.54, 689.00, 272.06
592.91, 942.64, 9.54, 679.00, 194.04
592.91, 942.64, 9.54, 679.00, 291.57
593.78, 942.54, 9.53, 672.00, 255.00
594.13, 942.50, 9.54, 679.00, 291.57
593.43, 942.58, 9.54, 682.00, 272.06
592.82, 942.65, 9.53, 679.00, 239.94
593.95, 942.52, 9.53, 684.00, 272.06
593.52, 942.57, 9.53, 679.00, 272.06
593.95, 942.52, 9.53, 682.00, 291.57
593.87, 942.53, 9.54, 679.00, 272.06
594.04, 942.51, 9.54, 665.00, 239.94
593.43, 942.58, 9.54, 684.00, 291.57
593.78, 942.54, 9.53, 679.00, 239.94
593.60, 942.56, 9.53, 665.00, 255.00
594.21, 942.49, 9.53, 679.00, 255.00
593.52, 942.57, 9.53, 684.00, 255.00
593.43, 942.58, 9.54, 677.00, 272.06
593.43, 942.58, 9.54, 665.00, 255.00
594.21, 942.49, 9.53, 679.00, 255.00
594.13, 942.50, 9.54, 682.00, 272.06
594.65, 942.44, 9.53, 682.00, 291.57
594.39, 942.47, 9.53, 682.00, 255.00
594.39, 942.47, 9.53, 679.00, 239.94
593.43, 942.58, 9.53, 679.00, 272.06
593.34, 942.59, 9.52, 672.00, 255.00
593.08, 942.62, 9.52, 677.00, 272.06
593.08, 942.62, 9.53, 682.00, 255.00
594.21, 942.49, 9.52, 684.00, 255.00
593.26, 942.60, 9.52, 679.00, 340.33
593.69, 942.55, 9.52, 677.00, 272.06
593.87, 942.53, 9.53, 668.00, 272.06
594.13, 942.50, 9.52, 679.00, 371.36
593.95, 942.52, 9.52, 689.00, 291.57
593.52, 942.57, 9.52, 679.00, 408.59
593.78, 942.54, 9.53, 665.00, 272.06
593.69, 942.55, 9.52, 679.00, 272.06
593.87, 942.53, 9.51, 684.00, 255.00
593.60, 942.56, 9.51, 670.00, 255.00
594.21, 942.49, 9.52, 670.00, 340.33
593.95, 942.52, 9.52, 682.00, 239.94
593.78, 942.54, 9.52, 679.00, 272.06
594.56, 942.45, 9.51, 679.00, 272.06
594.13, 942.50, 9.51, 679.00, 255.00
593.87, 942.53, 9.51, 689.00, 272.06
593.87, 942.53, 9.51, 679.00, 291.57
593.52, 942.57, 9.52, 682.00, 291.57
594.21, 942.49, 9.52, 679.00, 454.10
593.69, 942.55, 9.51, 679.00, 255.00
593.87, 942.53, 9.51, 679.00, 291.57
593.43, 942.58, 9.51, 682.00, 272.06
593.60, 942.56, 9.50, 679.00, 291.57
593.69, 942.55, 9.51, 679.00, 255.00
593.60, 942.56, 9.51, 670.00, 255.00
593.43, 942.58, 9.51, 679.00, 255.00
593.08, 942.62, 9.50, 698.00, 314.07
593.08, 942.62, 9.50, 679.00, 272.06
592.74, 942.66, 9.51, 672.00, 291.57
592.82, 942.65, 9.50, 682.00, 291.57
593.60, 942.56, 9.50, 682.00, 272.06
593.78, 942.54, 9.50, 677.00, 272.06
593.78, 942.54, 9.50, 677.00, 255.00
593.78, 942.54, 9.50, 665.00, 272.06
593.87, 942.53, 9.51, 677.00, 255.00
593.78, 942.54, 9.50, 670.00, 291.57
593.52, 942.57, 9.50, 682.00, 314.07
593.60, 942.56, 9.50, 679.00, 255.00
593.34, 942.59, 9.50, 679.00, 255.00
593.17, 942.61, 9.49, 665.00, 255.00
593.08, 942.62, 9.50, 679.00, 291.57
592.30, 942.71, 9.49, 668.00, 291.57
594.21, 942.49, 9.50, 682.00, 371.36
593.78, 942.54, 9.50, 679.00, 255.00
594.04, 942.51, 9.50, 701.00, 255.00
594.04, 942.51, 9.48, 679.00, 291.57
593.26, 942.60, 9.49, 682.00, 291.57
592.39, 942.70, 9.48, 684.00, 291.57
592.82, 942.65, 9.48, 684.00, 272.06
593.00, 942.63, 9.47, 679.00, 239.94
593.26, 942.60, 9.47, 677.00, 371.36
593.95, 942.52, 9.49, 682.00, 255.00
593.87, 942.53, 9.47, 679.00, 239.94
594.04, 942.51, 9.48, 689.00, 255.00
593.95, 942.52, 9.49, 677.00, 272.06
593.95, 942.52, 9.49, 684.00, 255.00
594.04, 942.51, 9.48, 670.00, 255.00
594.21, 942.49, 9.48, 684.00, 255.00
594.47, 942.46, 9.48, 679.00, 291.57
594.39, 942.47, 9.47, 679.00, 255.00
594.13, 942.50, 9.47, 684.00, 255.00
593.69, 942.55, 9.47, 682.00, 185.18
594.13, 942.50, 9.47, 677.00, 272.06
594.39, 942.47, 9.47, 679.00, 255.00
593.69, 942.55, 9.47, 679.00, 255.00
593.87, 942.53, 9.47, 682.00, 291.57
594.39, 942.47, 9.47, 677.00, 185.18
593.78, 942.54, 9.47, 679.00, 340.33
593.34, 942.59, 9.46, 679.00, 291.57
593.60, 942.56, 9.46, 679.00, 255.00
592.91, 942.64, 9.46, 682.00, 255.00
593.52, 942.57, 9.47, 682.00, 255.00
593.43, 942.58, 9.47, 682.00, 255.00
593.95, 942.52, 9.47, 679.00, 255.00
593.00, 942.63, 9.47, 679.00, 291.57
593.00, 942.63, 9.46, 679.00, 272.06
593.34, 942.59, 9.46, 677.00, 255.00
593.26, 942.60, 9.46, 679.00, 255.00
593.43, 942.58, 9.46, 672.00, 291.57
593.60, 942.56, 9.46, 679.00, 291.57
593.87, 942.53, 9.46, 668.00, 291.57
593.26, 942.60, 9.46, 679.00, 314.07
593.08, 942.62, 9.47, 698.00, 226.55
593.43, 942.58, 9.46, 679.00, 272.06
593.43, 942.58, 9.46, 682.00, 272.06
593.34, 942.59, 9.45, 701.00, 272.06
592.91, 942.64, 9.45, 679.00, 272.06
594.39, 942.47, 9.44, 677.00, 255.00
594.04, 942.51, 9.45, 665.00, 255.00
593.26, 942.60, 9.46, 679.00, 272.06
593.08, 942.62, 9.45, 679.00, 371.36
593.78, 942.54, 9.45, 677.00, 272.06
592.91, 942.64, 9.45, 677.00, 255.00
592.91, 942.64, 9.45, 679.00, 255.00
592.91, 942.64, 9.45, 682.00, 255.00
592.39, 942.70, 9.45, 672.00, 185.18
592.74, 942.66, 9.44, 679.00, 255.00
592.39, 942.70, 9.46, 677.00, 272.06
593.34, 942.59, 9.45, 679.00, 239.94
594.04, 942.51, 9.45, 677.00, 272.06
594.21, 942.49, 9.45, 682.00, 272.06
594.13, 942.50, 9.44, 679.00, 255.00
593.26, 942.60, 9.44, 682.00, 239.94
593.43, 942.58, 9.44, 679.00, 255.00
593.08, 942.62, 9.43, 682.00, 255.00
593.34, 942.59, 9.43, 682.00, 185.18
592.82, 942.65, 9.44, 665.00, 255.00
593.87, 942.53, 9.45, 679.00, 291.57
593.78, 942.54, 9.43, 679.00, 272.06
592.91, 942.64, 9.45, 689.00, 255.00
593.43, 942.58, 9.44, 677.00, 255.00
593.95, 942.52, 9.44, 684.00, 255.00
593.52, 942.57, 9.44, 682.00, 291.57
593.00, 942.63, 9.44, 679.00, 291.57
592.65, 942.67, 9.44, 684.00, 255.00
593.08, 942.62, 9.44, 679.00, 255.00
593.08, 942.62, 9.44, 679.00, 239.94
593.43, 942.58, 9.43, 682.00, 291.57
593.34, 942.59, 9.43, 677.00, 291.57
592.91, 942.64, 9.43, 682.00, 291.57
592.74, 942.66, 9.43, 665.00, 255.00
593.95, 942.52, 9.42, 677.00, 408.59
593.60, 942.56, 9.43, 682.00, 272.06
594.21, 942.49, 9.42, 677.00, 291.57
593.00, 942.63, 9.42, 679.00, 214.58
593.08, 942.62, 9.40, 682.00, 255.00
593.34, 942.59, 9.41, 665.00, 272.06
592.39, 942.70, 9.42, 677.00, 272.06
592.65, 942.67, 9.42, 682.00, 255.00
593.26, 942.60, 9.41, 665.00, 255.00
593.08, 942.62, 9.42, 689.00, 272.06
592.74, 942.66, 9.41, 679.00, 255.00
592.82, 942.65, 9.40, 682.00, 255.00
592.91, 942.64, 9.42, 679.00, 255.00
592.21, 942.72, 9.42, 679.00, 226.55
592.04, 942.74, 9.41, 679.00, 272.06
592.13, 942.73, 9.42, 698.00, 272.06
592.74, 942.66, 9.41, 677.00, 255.00
592.21, 942.72, 9.41, 677.00, 272.06
591.86, 942.76, 9.41, 677.00, 291.57
591.78, 942.77, 9.41, 684.00, 272.06
592.13, 942.73, 9.41, 679.00, 272.06
592.21, 942.72, 9.41, 651.00, 272.06
592.47, 942.69, 9.41, 679.00, 272.06
591.78, 942.77, 9.41, 677.00, 255.00
592.13, 942.73, 9.40, 682.00, 239.94
592.30, 942.71, 9.39, 684.00, 272.06
592.65, 942.67, 9.40, 679.00, 239.94
592.30, 942.71, 9.41, 677.00, 272.06
592.82, 942.65, 9.40, 679.00, 291.57
592.47, 942.69, 9.40, 682.00, 272.06
592.39, 942.70, 9.40, 682.00, 291.57
593.00, 942.63, 9.39, 686.00, 239.94
592.47, 942.69, 9.40, 679.00, 340.33
592.74, 942.66, 9.39, 684.00, 255.00
592.91, 942.64, 9.40, 679.00, 272.06
592.56, 942.68, 9.39, 679.00, 314.07
592.82, 942.65, 9.40, 672.00, 272.06
592.65, 942.67, 9.38, 677.00, 255.00
592.13, 942.73, 9.39, 682.00, 255.00
